filename,target,base_prediction,prediction,plant_index,patch_index,x0,y0,x1,y1,patch_weight,candidate_local_evidence,sam_foreground_fraction
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,0,0,1666,550,1907,791,0.41848623752593994,-1.5072375535964966,0.2968268394470215
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,0,1,1873,550,2114,791,0.14835013449192047,-1.8900381326675415,0.10475026071071625
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,0,2,1666,757,1907,998,0.057634755969047546,-1.9721838235855103,0.039634302258491516
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,0,3,1873,757,2114,998,0.37552890181541443,-1.897765874862671,0.2497374415397644
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,1,0,619,610,860,851,0.23444455862045288,-2.002518892288208,0.1477075070142746
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,1,1,826,610,1067,851,0.1992160677909851,-1.9712064266204834,0.11857578158378601
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,1,2,619,817,860,1058,0.3075777292251587,-1.987220287322998,0.189132422208786
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,1,3,826,817,1067,1058,0.25876161456108093,-1.9426103830337524,0.15419845283031464
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,2,0,1988,3170,2229,3411,0.2721779942512512,-2.0765957832336426,0.14920541644096375
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,2,1,2195,3170,2436,3411,0.20786432921886444,-1.8004487752914429,0.12442967295646667
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,2,2,1988,3377,2229,3618,0.25731542706489563,-1.8221598863601685,0.13959814608097076
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,2,3,2195,3377,2436,3618,0.2626423239707947,-1.929952621459961,0.14719098806381226
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,3,0,2214,547,2455,788,0.13320158421993256,-2.0574636459350586,0.0653742179274559
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,3,1,2421,547,2662,788,0.3815643787384033,-1.9883991479873657,0.18327853083610535
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,3,2,2214,754,2455,995,0.35651782155036926,-2.018434524536133,0.16599231958389282
2025_09_15_Re4StRes_T1_DSV/IMG_2554.JPG,1.0,0.9268560409545898,1.0419340133666992,3,3,2421,754,2662,995,0.12871626019477844,-2.2034246921539307,0.06131092831492424
