image_id,absolute_path,relative_path,file_name,sha256,cohort_id,partner,location,experiment,sampling_date,timepoint,bbch,target,score_single,score_jlu,score_gau,annotator_difference,is_gold_standard,gold_threshold_points,supervision_tier,sample_weight,score_sources,score_qr_code,plot_number,genotype,plot_group_id,plot_group_source,split
img_86cfefd3287500276cfc,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,20251007_123354.jpg,86cfefd3287500276cfc92f4f5fbd52b89469a764961e0a6d4966f8861f58f8a,wg_insects_t1_bbch10,JLU,Weilburger Grenze,Insects,2025-10-07,T1,BBCH10,3.0,3.0,,,,False,5.0,single_weak,0.4,2025_10_07_RSFB-Phenotyping_WG1_JLU_scores.csv,8_J 154_R4S_427_1_8,,,plot_32e70d34f4a0e0fb8137,score_qr,weak_train
img_ca21f15c559168340876,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123909.jpg,2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123909.jpg,20251007_123909.jpg,ca21f15c5591683408763f451a0c240ab9b4b8d22e4361bcd90c408d6455f719,wg_insects_t1_bbch10,JLU,Weilburger Grenze,Insects,2025-10-07,T1,BBCH10,11.0,11.0,,,,False,5.0,single_weak,0.4,2025_10_07_RSFB-Phenotyping_WG1_JLU_scores.csv,11_Major_R4S_386_1_11,,,plot_ce610e311fd3804fd70f,score_qr,weak_train
img_c7acc896ff088737c601,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124124.jpg,2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124124.jpg,20251007_124124.jpg,c7acc896ff088737c60133f301d4079f9b5e18fca93cb4a668c08417c521521f,wg_insects_t1_bbch10,JLU,Weilburger Grenze,Insects,2025-10-07,T1,BBCH10,12.0,12.0,,,,False,5.0,single_weak,0.4,2025_10_07_RSFB-Phenotyping_WG1_JLU_scores.csv,14_DH5 Oase x Nugget  PBY061 von NPZ_R4S_408_1_14,,,plot_23b2c1fc8e3b2e0f4a47,score_qr,weak_train
img_199732b709bf34c2fbed,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124209.jpg,2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124209.jpg,20251007_124209.jpg,199732b709bf34c2fbeda58f75903f45ddbf93bc38dc25e665bbe2ba4bd6328b,wg_insects_t1_bbch10,JLU,Weilburger Grenze,Insects,2025-10-07,T1,BBCH10,10.0,10.0,,,,False,5.0,single_weak,0.4,2025_10_07_RSFB-Phenotyping_WG1_JLU_scores.csv,15_Librador_R4S_389_1_15,,,plot_ffa55cfddd27e01d2d64,score_qr,weak_train
img_0e33cbe63eba8ad810da,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124508.jpg,2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124508.jpg,20251007_124508.jpg,0e33cbe63eba8ad810dac31aabd99a5601a71dfa138849a6da606a105a67b379,wg_insects_t1_bbch10,JLU,Weilburger Grenze,Insects,2025-10-07,T1,BBCH10,2.0,2.0,,,,False,5.0,single_weak,0.4,2025_10_07_RSFB-Phenotyping_WG1_JLU_scores.csv,21_Alaska_R4S_266_1_21,,,plot_a4b50325dbf9a5ebc276,score_qr,weak_train
img_456e75a0e7aa5b0b4ca1,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124541.jpg,2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124541.jpg,20251007_124541.jpg,456e75a0e7aa5b0b4ca1ccb0cdbca2c41f82eb2ce2c7125965aff40919072933,wg_insects_t1_bbch10,JLU,Weilburger Grenze,Insects,2025-10-07,T1,BBCH10,20.0,20.0,,,,False,5.0,single_weak,0.4,2025_10_07_RSFB-Phenotyping_WG1_JLU_scores.csv,22_APEX-93_5 X GINYOU_3 DH LINE_R4S_224_1_22,,,plot_9f72b83c4f2e8431403c,score_qr,weak_train
img_0febaa1b3e21cd7e4eca,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124614.jpg,2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124614.jpg,20251007_124614.jpg,0febaa1b3e21cd7e4eca0c314788286db1987d5b732d96d12442aef5c9045e59,wg_insects_t1_bbch10,JLU,Weilburger Grenze,Insects,2025-10-07,T1,BBCH10,8.0,8.0,,,,False,5.0,single_weak,0.4,2025_10_07_RSFB-Phenotyping_WG1_JLU_scores.csv,23_Skrzeszowicki_R4S_379_1_23,,,plot_f847dbaff653f4b20c89,score_qr,weak_train
img_652798610ff182f8dbfe,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124621.jpg,2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124621.jpg,20251007_124621.jpg,652798610ff182f8dbfe2dfdc792cd70956ff2c4483c288d76eeb00bf08892b0,wg_insects_t1_bbch10,JLU,Weilburger Grenze,Insects,2025-10-07,T1,BBCH10,12.0,12.0,,,,False,5.0,single_weak,0.4,2025_10_07_RSFB-Phenotyping_WG1_JLU_scores.csv,23_Skrzeszowicki_R4S_379_1_23,,,plot_f847dbaff653f4b20c89,score_qr,weak_train
img_c65568e9d4037b91e71a,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124656.jpg,2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124656.jpg,20251007_124656.jpg,c65568e9d4037b91e71aba4fb76730c6f406380163364fdf1166ac7f63a939ee,wg_insects_t1_bbch10,JLU,Weilburger Grenze,Insects,2025-10-07,T1,BBCH10,20.0,20.0,,,,False,5.0,single_weak,0.4,2025_10_07_RSFB-Phenotyping_WG1_JLU_scores.csv,24_Mestnij_R4S_384_1_24,,,plot_e594a79ebb12e0ace7b1,score_qr,weak_train
img_3c96954ca9751bf5dd5a,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124721.jpg,2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124721.jpg,20251007_124721.jpg,3c96954ca9751bf5dd5a61bc532131eefc87c53f7193306a3ded518dc49516d5,wg_insects_t1_bbch10,JLU,Weilburger Grenze,Insects,2025-10-07,T1,BBCH10,12.0,12.0,,,,False,5.0,single_weak,0.4,2025_10_07_RSFB-Phenotyping_WG1_JLU_scores.csv,25_Conqueror Bronze Green Top_R4S_344_1_25,,,plot_b6e7174d690b75e292ff,score_qr,weak_train
