filename,target,base_prediction,prediction,plant_index,patch_index,x0,y0,x1,y1,patch_weight,candidate_local_evidence,sam_foreground_fraction
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,0,0,4,927,204,1127,0.006253312807530165,4.6122145652771,0.10970000177621841
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,0,1,176,927,376,1127,0.003478150349110365,5.56245756149292,0.08677499741315842
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,0,2,4,1099,204,1299,0.000566022121347487,6.7509541511535645,0.019224999472498894
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,0,3,176,1099,376,1299,0.9897024631500244,-6.49209451675415,0.21902500092983246
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,1,0,154,990,354,1190,0.9897463321685791,-6.145364761352539,0.20567500591278076
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,1,1,326,990,526,1190,0.0035207727923989296,5.635424613952637,0.07267499715089798
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,1,2,154,1162,354,1362,0.004604591988027096,5.737407684326172,0.09017500281333923
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,1,3,326,1162,526,1362,0.0021283000241965055,6.764012336730957,0.053975000977516174
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,2,0,806,0,1047,241,0.29375985264778137,4.037759304046631,0.09579724818468094
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,2,1,1013,0,1254,241,0.24655181169509888,4.34187650680542,0.08264320343732834
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,2,2,806,207,1047,448,0.24823175370693207,4.611806392669678,0.07432723045349121
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,2,3,1013,207,1254,448,0.2114565670490265,4.9874138832092285,0.08253990113735199
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,3,1,1197,1030,1396,1229,0.041746705770492554,6.278201103210449,0.046867504715919495
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.068032264709473,6.828360080718994,3,2,1026,1201,1225,1400,0.09168873727321625,5.412275791168213,0.08247266709804535
