image_id,absolute_path,relative_path,file_name,sha256,cohort_id,partner,location,experiment,sampling_date,timepoint,bbch,target,score_single,score_jlu,score_gau,annotator_difference,is_gold_standard,gold_threshold_points,supervision_tier,sample_weight,score_sources,score_qr_code,plot_number,genotype,plot_group_id,plot_group_source,split
img_dd0a6ac1f44f8b8f5e2d,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_15_Re4StRes_T1_DSV/IMG_2531.JPG,2025_09_15_Re4StRes_T1_DSV/IMG_2531.JPG,IMG_2531.JPG,dd0a6ac1f44f8b8f5e2d6fb730979d3e246e2a7a13ae75eb60c32d9b78dc3c47,dsv_asendorf_t1_bbch11,DSV,Asendorf,Insects,2025-09-15_to_2025-09-17,T1,BBCH11,20.0,20.0,,,,False,5.0,single_weak,0.4,2025_09_15_Res4StRes_T1_DSV_scores.csv,1_R4S_470_A4C34_1_1,,,plot_23cc72626c0b214985ab,score_qr,weak_pretrain
img_34c4cdabfc8005276fd0,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_15_Re4StRes_T1_DSV/IMG_2532.JPG,2025_09_15_Re4StRes_T1_DSV/IMG_2532.JPG,IMG_2532.JPG,34c4cdabfc8005276fd04e22c4ea4433c998967291b4ed387d5d0b50bb427ac3,dsv_asendorf_t1_bbch11,DSV,Asendorf,Insects,2025-09-15_to_2025-09-17,T1,BBCH11,36.0,36.0,,,,False,5.0,single_weak,0.4,2025_09_15_Res4StRes_T1_DSV_scores.csv,1_R4S_470_A4C34_1_1,,,plot_23cc72626c0b214985ab,score_qr,weak_pretrain
img_c1740f765ee24833d415,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_15_Re4StRes_T1_DSV/IMG_2533.JPG,2025_09_15_Re4StRes_T1_DSV/IMG_2533.JPG,IMG_2533.JPG,c1740f765ee24833d415d64d67b67c5a2780fe11db400a7d76dcc4e7a4f2ea7c,dsv_asendorf_t1_bbch11,DSV,Asendorf,Insects,2025-09-15_to_2025-09-17,T1,BBCH11,3.0,3.0,,,,False,5.0,single_weak,0.4,2025_09_15_Res4StRes_T1_DSV_scores.csv,1_R4S_470_A4C34_1_1,,,plot_23cc72626c0b214985ab,score_qr,weak_pretrain
img_9e0d490863c4804a2e8f,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_15_Re4StRes_T1_DSV/IMG_2534.JPG,2025_09_15_Re4StRes_T1_DSV/IMG_2534.JPG,IMG_2534.JPG,9e0d490863c4804a2e8fb56a61b6314a1db55391776fce3bb349713cba0c313b,dsv_asendorf_t1_bbch11,DSV,Asendorf,Insects,2025-09-15_to_2025-09-17,T1,BBCH11,35.0,35.0,,,,False,5.0,single_weak,0.4,2025_09_15_Res4StRes_T1_DSV_scores.csv,2_R4S_212_Askari_1_2,,,plot_af0435fffd7e1bd6f5ae,score_qr,weak_pretrain
img_8f26276f246bf12240a2,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_15_Re4StRes_T1_DSV/IMG_2535.JPG,2025_09_15_Re4StRes_T1_DSV/IMG_2535.JPG,IMG_2535.JPG,8f26276f246bf12240a20babf8cef42d11cd1992cad4b400e58e29c2deff9e63,dsv_asendorf_t1_bbch11,DSV,Asendorf,Insects,2025-09-15_to_2025-09-17,T1,BBCH11,22.0,22.0,,,,False,5.0,single_weak,0.4,2025_09_15_Res4StRes_T1_DSV_scores.csv,2_R4S_212_Askari_1_2,,,plot_af0435fffd7e1bd6f5ae,score_qr,weak_pretrain
img_59912479121e0148dc93,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_15_Re4StRes_T1_DSV/IMG_2536.JPG,2025_09_15_Re4StRes_T1_DSV/IMG_2536.JPG,IMG_2536.JPG,59912479121e0148dc934ecf90330ba931e0b598b95834aefae4b43b1a22e5a3,dsv_asendorf_t1_bbch11,DSV,Asendorf,Insects,2025-09-15_to_2025-09-17,T1,BBCH11,10.0,10.0,,,,False,5.0,single_weak,0.4,2025_09_15_Res4StRes_T1_DSV_scores.csv,2_R4S_212_Askari_1_2,,,plot_af0435fffd7e1bd6f5ae,score_qr,weak_pretrain
img_0378a479a166dcb55d3c,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_15_Re4StRes_T1_DSV/IMG_2537.JPG,2025_09_15_Re4StRes_T1_DSV/IMG_2537.JPG,IMG_2537.JPG,0378a479a166dcb55d3c5aad7b215117352c351c0726cd5887117412c1b8fdad,dsv_asendorf_t1_bbch11,DSV,Asendorf,Insects,2025-09-15_to_2025-09-17,T1,BBCH11,3.0,3.0,,,,False,5.0,single_weak,0.4,2025_09_15_Res4StRes_T1_DSV_scores.csv,3_R4S_291_Wolynski_1_3,,,plot_f6d3e31f379821075584,score_qr,weak_pretrain
img_d13fa2395b934158364d,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_15_Re4StRes_T1_DSV/IMG_2538.JPG,2025_09_15_Re4StRes_T1_DSV/IMG_2538.JPG,IMG_2538.JPG,d13fa2395b934158364da4314c836f5392703216232bac5ca5f92a8d6c0e8418,dsv_asendorf_t1_bbch11,DSV,Asendorf,Insects,2025-09-15_to_2025-09-17,T1,BBCH11,8.0,8.0,,,,False,5.0,single_weak,0.4,2025_09_15_Res4StRes_T1_DSV_scores.csv,3_R4S_291_Wolynski_1_3,,,plot_f6d3e31f379821075584,score_qr,weak_pretrain
img_a832d75ced0f58948a2f,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_15_Re4StRes_T1_DSV/IMG_2539.JPG,2025_09_15_Re4StRes_T1_DSV/IMG_2539.JPG,IMG_2539.JPG,a832d75ced0f58948a2fad34b9e2a5fa348245c887a1c84f6f5477a8082e06a1,dsv_asendorf_t1_bbch11,DSV,Asendorf,Insects,2025-09-15_to_2025-09-17,T1,BBCH11,1.0,1.0,,,,False,5.0,single_weak,0.4,2025_09_15_Res4StRes_T1_DSV_scores.csv,3_R4S_291_Wolynski_1_3,,,plot_f6d3e31f379821075584,score_qr,weak_pretrain
img_a3e207f61e57803cf965,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_15_Re4StRes_T1_DSV/IMG_2540.JPG,2025_09_15_Re4StRes_T1_DSV/IMG_2540.JPG,IMG_2540.JPG,a3e207f61e57803cf965c4ec7428ff5a2eebdc6f7b16b3896086f93b73ea980b,dsv_asendorf_t1_bbch11,DSV,Asendorf,Insects,2025-09-15_to_2025-09-17,T1,BBCH11,1.0,1.0,,,,False,5.0,single_weak,0.4,2025_09_15_Res4StRes_T1_DSV_scores.csv,4_R4S_387_Lirafit_1_4,,,plot_2a2b2bdfa0d41a033651,score_qr,weak_pretrain
