filename,target,new_prediction,target_old,previous_prediction,new_absolute_error,previous_absolute_error,absolute_error_reduction
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123354.jpg,3.0,6.6043277,3.0,6.141996,3.6043277,3.141996,-0.46233167868042013
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_123909.jpg,11.0,5.4877906,11.0,5.0356693,5.5122094,5.9643307,0.45212128456420864
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124124.jpg,12.0,7.3057227,12.0,6.8681965,4.6942773,5.1318035,0.43752621347045917
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124209.jpg,10.0,3.5987637,10.0,3.1565027,6.4012365,6.8434973,0.4422607658813478
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124508.jpg,2.0,4.772705,2.0,4.317424,2.772705,2.317424,-0.45528107812500007
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124541.jpg,20.0,5.18902,20.0,4.7378902,14.81098,15.262109800000001,0.4511299568603526
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124614.jpg,8.0,3.2604575,8.0,2.8032265,4.7395425,5.1967735,0.45723101571655267
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124621.jpg,12.0,5.401122,12.0,4.950404,6.598878,7.049596,0.4507180932006838
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124656.jpg,20.0,8.488551,20.0,8.02303,11.511449,11.97697,0.46552113983154264
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124721.jpg,12.0,3.2891827,12.0,2.8378272,8.710817,9.1621728,0.45135546296386764
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124800.jpg,4.0,3.4520059,4.0,2.9906454,0.54799414,1.0093546,0.46136046318969726
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_124942.jpg,8.0,3.5366168,8.0,3.0750942,4.463383,4.9249057999999994,0.4615226022155756
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_125428.jpg,15.0,4.4675174,15.0,4.031042,10.532482,10.968958,0.4364758527832038
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_125951.jpg,10.0,3.1149054,10.0,2.655326,6.8850946,7.3446739999999995,0.4595793573608393
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_125959.jpg,15.0,4.699196,15.0,4.2494016,10.300804,10.750598400000001,0.44979426181640747
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_130026.jpg,8.0,4.557249,8.0,4.1227117,3.442751,3.8772883,0.4345373692138672
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_130102.jpg,2.0,3.5554078,2.0,3.0894713,1.5554078,1.0894713,-0.4659364625274658
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_130612.jpg,2.0,3.2095666,2.0,2.7534328,1.2095666,0.7534328000000001,-0.4561337931701659
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_131259.jpg,8.0,4.3826995,8.0,3.921141,3.6173005,4.078859,0.4615584895935054
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_131545.jpg,4.0,5.9906654,4.0,5.531293,1.9906654,1.5312929999999998,-0.45937243579101583
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_131559.jpg,1.0,2.4282236,1.0,1.9706225,1.4282236,0.9706224999999999,-0.45760110992431646
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_131632.jpg,1.0,5.1843166,1.0,4.7235184,4.1843166,3.7235183999999997,-0.46079823513183626
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_131911.jpg,10.0,5.192032,10.0,4.7380457,4.807968,5.2619543,0.4539861603515627
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_131953.jpg,4.0,4.0451765,4.0,3.6117666,0.045176506,0.38823339999999984,0.34305689395751937
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_132132.jpg,2.0,4.020499,2.0,3.5607,2.0204992,1.5607000000000002,-0.45979922943115215
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_132215.jpg,2.0,5.1667194,2.0,4.709867,3.1667194,2.709867,-0.4568524366455078
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_132447.jpg,2.0,4.461336,2.0,4.001315,2.4613361,2.001315,-0.46002113586425786
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_132453.jpg,3.0,3.705586,3.0,3.2426734,0.70558596,0.24267340000000015,-0.4629125565734862
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_132600.jpg,4.0,4.7137556,4.0,4.2501335,0.7137556,0.25013349999999956,-0.4636221076049809
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_132608.jpg,3.0,4.6347895,3.0,4.1876526,1.6347895,1.1876525999999998,-0.4471368668579103
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_132756.jpg,5.0,2.960699,5.0,2.4955091,2.039301,2.5044909,0.4651899814208984
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_132905.jpg,5.0,3.670632,5.0,3.2065387,1.3293681,1.7934613000000001,0.4640931855285646
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_133049.jpg,9.0,3.9464903,9.0,3.4812946,5.0535097,5.5187054,0.4651956877807617
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_133232.jpg,3.0,4.919367,3.0,4.4595175,1.9193668,1.4595174999999996,-0.459849336547852
