first_image,second_image,first_plot,second_plot,first_jlu,first_gau,second_jlu,second_gau,weight
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_153825.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_64e19f5de9c116d1fbb6,plot_4ef0eb1f04305bc7a4f8,3.0,8.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161712.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_79cb1c61f58f85c07e0c,plot_4ef0eb1f04305bc7a4f8,17.0,6.0,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_130529.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_883726baafccd2304661,plot_4ef0eb1f04305bc7a4f8,2.0,7.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161624.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_3361cc58e772149f169e,plot_4ef0eb1f04305bc7a4f8,12.0,3.0,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160831.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_31ff4a85b21ababa7de0,plot_4ef0eb1f04305bc7a4f8,1.0,9.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_130600.jpg,plot_4ef0eb1f04305bc7a4f8,plot_e6262167b576884b0c82,35.0,23.0,16.0,7.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122557.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_4460e7e9889b69d86dd3,plot_4ef0eb1f04305bc7a4f8,2.0,10.0,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154509.jpg,plot_4ef0eb1f04305bc7a4f8,plot_a2c6a5fd1e9b0c0d5868,35.0,23.0,13.0,6.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_130128.jpg,plot_4ef0eb1f04305bc7a4f8,plot_77196a9ec72c575b5b40,35.0,23.0,10.0,4.5,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122605.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_4460e7e9889b69d86dd3,plot_4ef0eb1f04305bc7a4f8,1.0,14.0,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_131419.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_e26908bc9222e28c92ff,plot_4ef0eb1f04305bc7a4f8,10.0,4.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160003.jpg,plot_4ef0eb1f04305bc7a4f8,plot_70e089493510c6f73a3d,35.0,23.0,15.0,7.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121314.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_0de14b7453cf30ed2a1c,plot_4ef0eb1f04305bc7a4f8,2.0,7.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161652.jpg,plot_4ef0eb1f04305bc7a4f8,plot_70a732f80b7b639118af,35.0,23.0,15.0,3.5,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160301.jpg,plot_4ef0eb1f04305bc7a4f8,plot_80ee42a305b824b5337d,35.0,23.0,2.0,12.5,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124500.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_ea75df3b909465cef7b1,plot_4ef0eb1f04305bc7a4f8,5.0,12.0,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151439.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_f19419da98fe0824600a,plot_4ef0eb1f04305bc7a4f8,8.0,2.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152220.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_67dc730dc218f4c377b3,plot_4ef0eb1f04305bc7a4f8,14.0,5.0,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132342.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_df712240205f755d4453,plot_4ef0eb1f04305bc7a4f8,12.0,2.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_123208.jpg,plot_4ef0eb1f04305bc7a4f8,plot_a3e331c4e6fce2b877bd,35.0,23.0,15.0,8.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121113.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_a7714d1b769d45a9b00a,plot_4ef0eb1f04305bc7a4f8,2.0,10.0,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162936.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_6b8f7220a8a82d322a40,plot_4ef0eb1f04305bc7a4f8,2.0,13.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154622.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_5d8d172daef4ef20984f,plot_4ef0eb1f04305bc7a4f8,1.0,7.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152643.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_fe93ef196b1a8b77de19,plot_4ef0eb1f04305bc7a4f8,17.0,0.0,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152653.jpg,plot_4ef0eb1f04305bc7a4f8,plot_fe93ef196b1a8b77de19,35.0,23.0,1.0,8.5,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124207.jpg,plot_4ef0eb1f04305bc7a4f8,plot_3986b8ba7e3c47d8b455,35.0,23.0,4.0,17.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154649.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_f974c33b3b939aa5f878,plot_4ef0eb1f04305bc7a4f8,2.0,9.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151505.jpg,plot_4ef0eb1f04305bc7a4f8,plot_86463875c696816ca92b,35.0,23.0,15.0,4.5,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161242.jpg,plot_4ef0eb1f04305bc7a4f8,plot_c08c9fc75665c975b852,35.0,23.0,1.0,6.5,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161636.jpg,plot_4ef0eb1f04305bc7a4f8,plot_70a732f80b7b639118af,35.0,23.0,10.0,16.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_123107.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_5700cee80bc5a6e207ec,plot_4ef0eb1f04305bc7a4f8,10.0,2.0,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_153832.jpg,plot_4ef0eb1f04305bc7a4f8,plot_64e19f5de9c116d1fbb6,35.0,23.0,4.0,14.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161549.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_5008f76cf0a562f63097,plot_4ef0eb1f04305bc7a4f8,7.0,1.7000000476837158,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132002.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_8709d51bb880213559a6,plot_4ef0eb1f04305bc7a4f8,15.0,8.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151432.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_f19419da98fe0824600a,plot_4ef0eb1f04305bc7a4f8,2.0,12.5,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121517.jpg,plot_4ef0eb1f04305bc7a4f8,plot_d262175a030921a83f7c,35.0,23.0,9.0,17.5,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152457.jpg,plot_4ef0eb1f04305bc7a4f8,plot_cf8f8145824cff35d237,35.0,23.0,3.0,9.5,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161857.jpg,plot_4ef0eb1f04305bc7a4f8,plot_490a77dae7954530a2a4,35.0,23.0,5.0,13.300000190734863,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_155103.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,plot_b499b14eca911be3b991,plot_4ef0eb1f04305bc7a4f8,12.0,1.0,35.0,23.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154731.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121843.jpg,plot_4ef0eb1f04305bc7a4f8,plot_08853fb661302206a300,35.0,23.0,4.0,12.0,0.0003124999930150807
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_155843.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162109.jpg,plot_c56b353ccd4d762a32d5,plot_60d8a72fe06bef6e6da4,22.0,11.5,1.0,6.400000095367432,0.012500000186264515
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122432.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161242.jpg,plot_be1d8e6b110e3e6f731b,plot_c08c9fc75665c975b852,50.0,15.5,1.0,6.5,0.000480769231216982
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122432.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_155939.jpg,plot_be1d8e6b110e3e6f731b,plot_b351f823b8a0415f9230,50.0,15.5,3.0,10.0,0.000480769231216982
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121314.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122432.jpg,plot_0de14b7453cf30ed2a1c,plot_be1d8e6b110e3e6f731b,2.0,7.5,50.0,15.5,0.000480769231216982
